marker,complexity,velocity,llm_score,llm_category
commercial_aircraft,20.594852158197785,0.0248443748092105,1.0,simple
airlines,34.970768899516536,0.0203227694284832,2.0,simple
airbus,119.71665327271488,0.0019167491664291,3.0,simple
boeing,94.62144517672508,0.0019319279983674,3.0,simple
jetblue_airways,68.37536099197554,0.0009410875801737,4.0,simple
delta,87.46046688545191,0.001328991063041,4.0,simple
lufthansa,161.27660644204326,0.0004452457368563,4.0,simple
united_airlines,80.75868922816427,0.0014613842082805,4.0,simple
emirates_airline,28.26961990942575,0.002071910559576,4.0,simple
southwest_airlines,83.59465747212457,0.0007707473550885,4.0,simple
cancellations,28.4398590557963,0.0021005816865706,5.0,intermediate
ryanair,86.96629625590293,0.0005396918022501,4.0,simple
air_india,102.30499531418305,0.0003035766387657,4.0,simple
air_asia,95.13199834617814,0.0001829892517004,4.0,simple
spirit_airlines,96.58831562481332,0.0004325967102411,4.0,simple
qatar_airways,127.37918199958324,0.0005101774068146,4.0,simple
boeing_737,71.15643386230438,0.0008390520988108,5.0,intermediate
alaska_airlines,146.6242187160872,0.0004325967102411,4.0,simple
etihad_airways,35.64162785529811,0.0008264030721955,4.0,simple
boeing_737_max,105.81530683337972,0.0003364641079653,5.0,intermediate
airbus_a350,220.901743912308,0.000268159364243,5.0,intermediate
international_flights,76.74279379528375,0.0006737714843717,5.0,intermediate
qantas_airways,168.50168762162917,0.0001998546205207,4.0,simple
passenger_traffic,79.10940900861813,0.0005169235543427,6.0,complex
load_factor,139.60580771630796,0.0002597266798328,6.0,complex
flight_delays,40.90326364128906,0.0005793254189779,6.0,complex
domestic_flights,70.98309517675727,0.0005439081444552,5.0,intermediate
commercial_flights,47.95489592322728,0.0007108752957764,5.0,intermediate
boeing_787,188.59364130476973,0.0003136958600579,5.0,intermediate
spicejet,53.33795761346189,0.0001197441186242,4.0,simple
airbus_a320,174.46966540864668,0.000375254456252,5.0,intermediate
latam_airlines,149.75760215701845,0.0001205873870652,4.0,simple
aena,24.126924703507544,0.0001366094874445,4.0,simple
frontier_airlines,132.53521975005117,0.0002529805323047,4.0,simple
easyjet,101.06334012546527,0.0003533294767856,4.0,simple
wizz_air,147.88944815677283,0.000161064272234,4.0,simple
alaska_air_group,128.20859930052748,0.0001711834935262,4.0,simple
flight_cancellations,48.25548354121636,0.0006636522630795,5.0,intermediate
british_airways,155.51461276184392,0.0004435591999743,4.0,simple
airbus_a330,216.26161270453585,0.0001888921307875,5.0,intermediate
cathay_pacific_airways,238.68399240810243,0.0001214306555062,4.0,simple
air_canada,175.9473766541726,0.0002158767209,4.0,simple
comac_c919,175.38754103447442,8.095377033752663e-05,5.0,intermediate
airbus_a380,150.71316180491146,0.0001020354813629,5.0,intermediate
air_new_zealand,186.3123706650539,0.0001492585140598,4.0,simple
aircraft_leasing,112.69496112465752,0.000216719989341,5.0,intermediate
allegiant,41.9176212666619,0.0003836871406622,4.0,simple
all_nippon_airways,207.60756134675043,0.0001880488623465,4.0,simple
hawaiian_airlines,246.07556999983956,0.0001458854402957,4.0,simple
pros_holdings,33.43722197272513,3.71038114046997e-05,4.0,simple
twa,22.77570528257486,6.74614752812722e-05,4.0,simple
boeing_777,138.46214420325597,0.0001973248151977,5.0,intermediate
sun_country_airlines_holdings,48.41726479421139,5.0596106460954135e-05,4.0,simple
china_southern_airlines_co,220.81179418164376,8.011050189651072e-05,4.0,simple
turkish_airlines,128.87613952077174,0.000269002632684,4.0,simple
airbus_a320neo,271.5657208915159,0.0001189008501832,5.0,intermediate
korean_air,187.40617579177535,0.0001214306555062,4.0,simple
sas,319.4659091838423,5.987205931212907e-05,4.0,simple
airbus_a321neo,283.6105800729417,0.0001239604608293,5.0,intermediate
avolon,169.3718040053261,3.288746919962019e-05,4.0,simple
air_france,221.14275623630067,0.0001964815467567,4.0,simple
passenger_flights,81.17006749613383,0.0001973248151977,5.0,intermediate
singapore_airlines,219.43673759822812,0.0001458854402957,4.0,simple
japan_airlines,157.80990067458382,0.0002057574996078,4.0,simple
china_airlines,148.53104692941682,4.300669049181102e-05,4.0,simple
delivery_delay,102.24209441798104,0.0002335853581614,5.0,intermediate
ethiopian_airlines,59.97849022789638,0.0001576911984699,4.0,simple
airbus_a321,136.7483455039856,0.0001568479300289,5.0,intermediate
cost_by_asm,306.7922636836599,4.5536495814858726e-05,6.0,complex
travel_advisory,14.054014796962816,0.0002344286266024,5.0,intermediate
malaysia_airlines,95.16616806137026,5.228264334298594e-05,4.0,simple
saudi_arabian_airlines,151.84934640778732,0.0001543181247059,4.0,simple
boeing_747,70.81892233910396,0.0001399825612086,5.0,intermediate
air_china,269.6321546657111,7.42076228093994e-05,4.0,simple
austrian_airlines,142.4620595732491,7.25210859273676e-05,4.0,simple
premium_seats,144.63233409875076,0.0001197441186242,6.0,complex
fleet_size,111.80028069387816,0.0001467287087367,6.0,complex
koa,102.07450687382016,0.000106251823568,4.0,simple
asiana,89.81202093173603,3.54172745226679e-05,4.0,simple
feature_plane_size,227.3721928008597,8.432684410159024e-05,6.0,complex
china_eastern_airlines,251.5352898340752,6.9148012163304e-05,4.0,simple
ana_holdings,66.75087116939899,1.686536882031805e-05,4.0,simple
avianca,107.6747323770754,0.000161907540675,4.0,simple
virgin_atlantic,186.90597313206365,9.191626007073336e-05,4.0,simple
volaris,117.60687161624404,8.517011254260613e-05,4.0,simple
airbus_a319,186.21914775738225,4.132015360977922e-05,5.0,intermediate
